,Influencers,Date,Tweet Text,Compound,Positive,Negative,Neutral,Tweets Ago,AgeOfTweet,TweetAgeType
33,katyperry,06/01/2018,Imma #believer ♥️ https://t.co/BV2ZK9OeAX,0.0,0.0,0.0,1.0,67,29,1
34,katyperry,06/01/2018,Here’s something to believe in: @cynthialovely is really coming into her own 🌸 and just put out a 📹 to one of my fa… https://t.co/xQeBcn1mpl,0.0,0.0,0.0,1.0,66,29,1
35,katyperry,05/30/2018,RT @AmericanIdol: Did you think we were 'going going' to miss it?! Our Idol @MaddiePoppe will perform TONIGHT on @JimmyKimmelLive! #America…,-0.2924,0.0,0.098,0.902,65,32,1
36,katyperry,05/29/2018,"RT @repjohnlewis: Thank you, @ABCNetwork. You did the right thing. There is not any room in our society for racism or bigotry.",-0.3818,0.094,0.154,0.752,64,32,1
37,katyperry,05/22/2018,"Before this weekend’s American Idol finale, I… https://t.co/OcJnBWY5j5",0.0,0.0,0.0,1.0,63,39,1
38,katyperry,05/22/2018,"Season 1 is ""Going, Going, Gone""! Congratulations, brilliant @MaddiePoppe ✨👏🏻 Click here for her ear  🍬:… https://t.co/wbpr1utAHc",0.8398,0.363,0.0,0.637,62,40,1
39,katyperry,05/22/2018,The couple that sangs together stays together... #AmericanIdolFinale https://t.co/3GPMGfRdym,0.0,0.0,0.0,1.0,61,40,1
40,katyperry,05/22/2018,WHEN A QUEEN MEETS ANOTHER QUEEN @adavox @mspattipatti 👑 👑 #AmericanIdolFinale,0.0,0.0,0.0,1.0,60,40,1
41,katyperry,05/22/2018,😭 WHAT THE WORLD NEEDS NOW IS ❤️ and more of you @michaelwoodard @YolandaAdams #AmericanIdolFinale,-0.4767,0.0,0.154,0.846,59,40,1
42,katyperry,05/22/2018,"Look at you, you're sparkling ✨ @hashtagcatie #KatySquared #AmericanIdolFinale https://t.co/Cdek7uUi2J",0.5423,0.36,0.0,0.64,58,40,1
43,katyperry,05/22/2018,KATY SQUARED COMING SOON ‼️#AmericanIdolFinale https://t.co/OEss6MMn7u,0.0,0.0,0.0,1.0,57,40,1
44,katyperry,05/22/2018,😩LAYLAAAAA❗️DYXIIIEEEEE❗️TWO precious. God bless you @leannrimes 🙏🏼,0.8225,0.518,0.0,0.482,56,40,1
45,katyperry,05/22/2018,I can't believe y'all did that to me on live television @americanidol @tholmesmusic I'm coming for you next season 😈,0.4588,0.125,0.0,0.875,55,40,1
46,katyperry,05/22/2018,My angel @beberexha and the Idol BBs 😩 #AmericanIdolFinale,-0.2732,0.0,0.189,0.811,54,40,1
47,katyperry,05/22/2018,"Just a coupla old souls, sangin' @calebleemusic @dariusrucker #AmericanIdolFinale",0.0,0.0,0.0,1.0,53,40,1
48,katyperry,05/22/2018,LAST LOOKS! #AmericanIdolFinale https://t.co/GGBChLkbpr,0.0,0.0,0.0,1.0,52,40,1
49,katyperry,05/22/2018,Speaking of 🔥: @CadeFoehner @dennislorenzo @GaryClarkJr #AmericanIdolFinale,0.0,0.0,0.0,1.0,51,40,1
50,katyperry,05/22/2018,Me watching @MaddiePoppe and @KermitTheFrog https://t.co/r8Z6znw2XC,0.0,0.0,0.0,1.0,50,40,1
51,katyperry,05/22/2018,I BELIEVE MOST PEOPLE ARE GOOD TOOOOO 😩 @lukebryanonline @gabbybarrett_,0.5356,0.311,0.143,0.546,49,40,1
52,katyperry,05/22/2018,"I just caught up to Huntin, Fishin, Lovin, and now it's Sunrise 🌅, Sunburn 🔥, Sunset 🌅 @LukeBryanOnline? #americanidolfinale",0.0,0.0,0.0,1.0,48,40,1
53,katyperry,05/22/2018,OMG is that OUR @Jurnee? 😱 #AmericanIdolFinale,-0.7003,0.0,0.42,0.58,47,40,1
54,katyperry,05/22/2018,OMG UNCLE LIONEL‼️ 😩 #AllNightLong #AmericanIdolFinale https://t.co/dQr8djp2Cc,-0.2732,0.0,0.231,0.769,46,40,1
55,katyperry,05/21/2018,It’s the ✨GRAND FINALE!✨😱 and my last show with uncle @LionelRichie and my cray brother @LukeBryanOnline this seaso… https://t.co/xJVnY5lZ8S,0.0,0.0,0.0,1.0,45,40,1
56,katyperry,05/21/2018,Just rewatched the 3 finale contestants' 1st auditions on the @AmericanIdol app. So proud of each of them &amp; how far… https://t.co/nXMhGQsX7G,0.6113,0.166,0.0,0.834,44,40,1
